customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,MonthlyServiceCalls,City,PlanType,Churn
CUST_00048,46,27.71539126523269,4348.189022122517,Month-to-month,DSL,No,Yes,No internet service,No internet service,12,Hyderabad,Premium,0
CUST_00049,34,20.801997376324454,1369.149456339841,Two year,Fiber optic,Yes,No,No internet service,No,19,Chennai,Premium,0
CUST_00050,35,59.1698413175295,3174.8892609316094,Two year,DSL,No,No internet service,No internet service,No,5,Mumbai,Premium,0
CUST_00051,49,119.34497362756031,5724.463255532289,Month-to-month,DSL,No,Yes,No,Yes,3,Mumbai,Basic,1
CUST_00052,3,35.838161491875994,7860.204603382876,One year,No,No internet service,Yes,No internet service,Yes,11,Bangalore,Basic,0
CUST_00053,1,86.60972303973259,6943.248151761574,Month-to-month,No,No,No,No,No,4,Pune,Standard,1
CUST_00054,5,35.68639875302418,2565.9063171884754,One year,Fiber optic,No,No internet service,Yes,No internet service,4,Hyderabad,Premium,0
CUST_00055,53,91.92827144575539,3698.8200991020144,One year,DSL,No,No internet service,Yes,No internet service,16,Chennai,Premium,0
CUST_00056,3,69.54607416025826,721.3064106859235,Month-to-month,Fiber optic,No,No,No internet service,No,5,Hyderabad,Basic,1
CUST_00057,53,87.35711442911638,884.6256439877961,Month-to-month,Fiber optic,Yes,No,No,Yes,9,Delhi,Basic,0
CUST_00058,62,38.69306394325193,4006.4941425231013,Month-to-month,No,No internet service,No,No internet service,Yes,15,Pune,Basic,0
CUST_00059,17,94.0540899170912,4515.321008622644,One year,Fiber optic,Yes,No internet service,Yes,Yes,13,Hyderabad,Standard,0
CUST_00060,43,119.55314408151608,2257.477825701224,Month-to-month,Fiber optic,No internet service,Yes,No,No,9,Chennai,Basic,1
CUST_00061,33,85.8963510638479,5470.082769675154,Month-to-month,No,No internet service,No,Yes,No,16,Pune,Premium,0
CUST_00062,61,68.33495980343352,5984.074975090729,Two year,Fiber optic,No internet service,No,Yes,No internet service,4,Chennai,Premium,0
CUST_00063,13,112.16374683916501,2555.1030283326254,Two year,Fiber optic,No internet service,Yes,No,No,1,Mumbai,Premium,0
CUST_00064,47,19.616887907651382,6450.95852345137,Two year,DSL,Yes,Yes,No,Yes,3,Mumbai,Standard,0
CUST_00065,14,92.45219896715375,1761.940923289929,Month-to-month,Fiber optic,No internet service,No internet service,No,No internet service,17,Chennai,Premium,1
CUST_00066,71,108.65214471500892,4634.340182051417,Month-to-month,No,No,No,No internet service,Yes,7,Mumbai,Premium,1
CUST_00067,61,24.290807529337663,6839.912235594354,Month-to-month,No,No,No internet service,No internet service,Yes,13,Mumbai,Premium,0
CUST_00068,39,63.90654538240734,4572.911064759434,One year,DSL,No internet service,Yes,No,No internet service,12,Mumbai,Basic,0
CUST_00069,52,38.88138430289989,7719.339778495551,One year,No,No,No,No,Yes,6,Chennai,Premium,0
CUST_00070,23,75.78485288995867,514.2074572426611,Two year,No,No,No internet service,No internet service,No internet service,8,Mumbai,Basic,0
CUST_00071,25,84.25338177757337,5008.078037458664,One year,No,No internet service,No internet service,No,Yes,3,Delhi,Basic,1
CUST_00072,59,48.86756465873301,4782.809748481516,One year,Fiber optic,No internet service,Yes,Yes,Yes,4,Pune,Standard,0
CUST_00073,40,64.91813030716628,5619.116932699051,One year,DSL,No internet service,No,No,No internet service,14,Chennai,Standard,1
CUST_00074,28,46.49262749820907,7086.956805686369,Two year,DSL,Yes,No internet service,No internet service,Yes,8,Hyderabad,Premium,0
CUST_00075,14,55.67789877442161,6174.685861358266,Two year,DSL,No internet service,No internet service,No,Yes,17,Pune,Standard,0
CUST_00076,44,34.27307558221921,6721.178161432444,One year,DSL,No internet service,Yes,No,No internet service,13,Bangalore,Basic,0
CUST_00077,64,108.32706324573441,2467.743467536866,Month-to-month,No,Yes,No,Yes,No internet service,14,Pune,Basic,1
CUST_00078,70,19.021061877031915,3304.7527650219577,Two year,Fiber optic,No,Yes,No,No internet service,0,Bangalore,Premium,0
CUST_00079,8,108.00573701726643,5334.322293860126,One year,No,Yes,No internet service,No internet service,No,18,Delhi,Premium,1
CUST_00080,0,76.31124559167333,4712.4602048673005,Month-to-month,No,No,No,No internet service,Yes,0,Chennai,Premium,1
CUST_00081,7,51.82910010605578,8170.083067500091,Month-to-month,No,Yes,Yes,Yes,No internet service,5,Hyderabad,Basic,0
CUST_00082,62,91.75182679695364,1602.730228443745,Two year,No,No internet service,No,Yes,Yes,7,Chennai,Basic,1
CUST_00083,10,69.79071948999176,2997.5431551305837,Month-to-month,DSL,Yes,No,No internet service,No internet service,3,Hyderabad,Premium,0
CUST_00084,7,68.90908312697587,4876.109888722138,Two year,DSL,No internet service,No,No,Yes,15,Hyderabad,Premium,0
CUST_00085,34,29.23451285773458,7380.068696598441,One year,Fiber optic,No,No internet service,No internet service,Yes,10,Chennai,Basic,0
CUST_00086,34,57.73063464643169,7900.734186428992,Two year,No,No internet service,No,Yes,No internet service,3,Pune,Standard,1
CUST_00087,32,42.58856327738714,2868.260158079691,Month-to-month,DSL,Yes,Yes,No internet service,No internet service,10,Mumbai,Basic,1
CUST_00088,4,19.600982370820525,587.2139706665146,Two year,Fiber optic,Yes,No,Yes,No,9,Bangalore,Standard,1
CUST_00089,40,54.73016233977555,3594.178277775974,Two year,No,No,No,No internet service,No internet service,16,Mumbai,Premium,0
CUST_00090,27,27.161857201411685,3362.827022906607,One year,No,No internet service,No internet service,No,No internet service,8,Bangalore,Basic,0
CUST_00091,6,44.19666384796889,8385.383310179626,Month-to-month,DSL,No,Yes,No,No internet service,9,Mumbai,Premium,1
CUST_00092,72,27.436695360675635,3674.2614740744757,Two year,No,No internet service,No,Yes,No,7,Chennai,Premium,0
CUST_00093,71,28.296045806752684,2611.142480089992,One year,No,No internet service,No internet service,No,Yes,13,Chennai,Premium,0
CUST_00094,11,38.299152030349205,3117.13089080531,One year,DSL,No,No internet service,Yes,No,12,Hyderabad,Basic,0
CUST_00095,33,119.98462293761283,3384.7287122511893,One year,Fiber optic,No,No,No,Yes,2,Delhi,Basic,0
CUST_00096,32,18.222782571439375,6986.305521791696,One year,Fiber optic,No internet service,No,No internet service,No internet service,13,Chennai,Standard,0
CUST_00097,47,83.14460888428134,705.1683209947827,One year,DSL,No,No,No,No internet service,13,Bangalore,Basic,0
CUST_00098,22,32.40685719870885,2702.6127885579763,Two year,DSL,No internet service,No internet service,No internet service,No internet service,2,Hyderabad,Standard,0
CUST_00099,61,111.90406994449913,8214.313448356019,Two year,Fiber optic,No,No,Yes,No,15,Bangalore,Standard,1
CUST_00100,36,27.550555120030182,1316.615445703421,Month-to-month,Fiber optic,No,No internet service,No,No,9,Mumbai,Basic,1
CUST_00101,43,115.41644508687612,6316.744409239428,Two year,DSL,No,Yes,No,No internet service,3,Delhi,Basic,0
CUST_00102,34,80.31449152331476,3040.929677163899,Month-to-month,DSL,Yes,No,No internet service,No,19,Chennai,Premium,1
CUST_00103,64,18.129343845380006,4952.704833181964,Month-to-month,DSL,No,Yes,Yes,No internet service,17,Mumbai,Premium,1
CUST_00104,46,109.18873418751421,862.3664626323376,Month-to-month,No,Yes,Yes,No,No,3,Hyderabad,Basic,1
CUST_00105,2,71.21460373942567,2616.9837624961747,Two year,DSL,No internet service,Yes,Yes,No internet service,1,Bangalore,Standard,0
CUST_00106,0,44.792313003709424,4266.336435167654,One year,No,No internet service,No internet service,Yes,No,10,Pune,Basic,0
CUST_00107,4,96.26247610659428,1983.2849826476308,Month-to-month,Fiber optic,No,No internet service,No,Yes,14,Delhi,Premium,1
CUST_00108,13,112.51988649646074,4614.140856976836,One year,Fiber optic,Yes,No internet service,No internet service,No internet service,10,Chennai,Standard,1
CUST_00109,26,67.33646396097298,1881.9985018799598,Month-to-month,DSL,No internet service,No internet service,Yes,No,5,Bangalore,Premium,0
CUST_00110,8,50.18645439319731,5532.152887581998,Two year,DSL,Yes,Yes,Yes,No,17,Chennai,Basic,1
CUST_00111,14,98.47240264136254,7688.7335140031655,Month-to-month,Fiber optic,Yes,No internet service,No,No internet service,17,Chennai,Basic,0
CUST_00112,41,87.54212077442237,743.1146220160288,Two year,Fiber optic,No internet service,Yes,Yes,No,0,Bangalore,Basic,0
CUST_00113,50,108.65275334252779,1855.3372154527644,One year,Fiber optic,Yes,Yes,No,Yes,12,Chennai,Premium,0
CUST_00114,62,88.63642930164168,7180.396117222118,Two year,Fiber optic,Yes,No internet service,Yes,Yes,0,Hyderabad,Basic,0
CUST_00115,51,42.839890567752704,5374.836663518684,One year,DSL,No internet service,Yes,No internet service,No,12,Delhi,Basic,0
CUST_00116,3,113.02924347541995,685.6090352032382,Two year,No,No,No internet service,No internet service,No internet service,4,Mumbai,Basic,1
CUST_00117,22,28.693246215011115,4143.221676358739,Month-to-month,Fiber optic,No,Yes,No internet service,No,16,Delhi,Premium,0
CUST_00118,14,45.33016051089848,1797.1717243261437,Month-to-month,Fiber optic,Yes,No,No internet service,No,15,Mumbai,Premium,0
CUST_00119,42,71.05984998783633,1706.7356145023316,Two year,No,No,No internet service,No,Yes,17,Hyderabad,Basic,0
CUST_00120,28,75.70568665923194,7996.553802383963,One year,DSL,No internet service,Yes,No,No,9,Delhi,Premium,0
CUST_00121,35,19.561679835944354,6477.395410781556,One year,No,No internet service,No internet service,No,No internet service,16,Hyderabad,Standard,0
CUST_00122,12,97.61841803373588,5923.427894271787,One year,DSL,No internet service,Yes,No,Yes,6,Bangalore,Standard,1
CUST_00123,31,54.88394647938973,2044.594226454397,Two year,DSL,Yes,No internet service,No,No,14,Mumbai,Standard,0
CUST_00124,70,59.454691182218056,1023.7398590533419,Two year,DSL,No internet service,No,No internet service,No internet service,18,Bangalore,Standard,0
CUST_00125,58,100.55569353256847,7404.40229374234,Two year,DSL,Yes,No,Yes,Yes,8,Bangalore,Basic,1
CUST_00126,27,56.68690595620954,67.87050716266879,Two year,DSL,Yes,No internet service,Yes,No internet service,4,Delhi,Standard,0
CUST_00127,65,22.81693740246499,3309.833865832048,One year,Fiber optic,No internet service,No internet service,No internet service,No internet service,9,Chennai,Basic,0
CUST_00128,41,35.99685658797573,2372.7092501180314,One year,DSL,No internet service,Yes,No internet service,No internet service,12,Chennai,Basic,0
CUST_00129,44,115.5021235835946,4855.930931358722,Two year,Fiber optic,Yes,Yes,No,No,0,Hyderabad,Premium,0
CUST_00130,61,25.181346965056445,2142.81255318365,Two year,DSL,No internet service,No internet service,No,Yes,5,Delhi,Standard,0
CUST_00131,56,54.202982498737654,2657.643857822708,One year,Fiber optic,No,No,Yes,No,2,Bangalore,Basic,0
CUST_00132,5,69.32427503923715,7228.038050052268,One year,No,Yes,No,Yes,Yes,16,Pune,Premium,0
CUST_00133,27,68.31464438853313,5134.247600117128,Month-to-month,No,Yes,No internet service,No,No internet service,11,Hyderabad,Basic,1
CUST_00134,27,18.40391418723856,1253.6791968077025,Two year,Fiber optic,No internet service,Yes,No,No internet service,10,Bangalore,Basic,0
CUST_00135,43,69.11859860866402,6179.931631931643,Month-to-month,DSL,No internet service,No internet service,No internet service,No,7,Hyderabad,Premium,1
CUST_00136,29,57.14479071369574,1777.6689469523285,One year,Fiber optic,Yes,No internet service,No,No internet service,11,Pune,Basic,0
CUST_00137,61,117.15209221840483,3690.7478172140563,One year,Fiber optic,Yes,No,No internet service,No internet service,10,Mumbai,Premium,1
CUST_00138,61,34.23422656737064,5502.522582870886,Two year,DSL,Yes,No,No,No internet service,4,Hyderabad,Standard,0
CUST_00139,0,54.12372806946849,2324.506336714407,Month-to-month,No,No internet service,Yes,Yes,Yes,7,Hyderabad,Basic,0
CUST_00140,26,60.78711147916162,3275.9940020800695,One year,Fiber optic,Yes,Yes,No internet service,Yes,11,Bangalore,Basic,0
CUST_00141,61,57.850740784296775,6245.056884333808,Month-to-month,No,No,No internet service,Yes,No,5,Chennai,Standard,0
CUST_00142,2,85.91474442048998,7973.360706945281,Month-to-month,No,No,No internet service,No internet service,Yes,8,Bangalore,Basic,0
CUST_00143,69,39.98231146987242,4507.0565731302495,Month-to-month,No,No internet service,No internet service,No internet service,No internet service,16,Delhi,Premium,0
CUST_00144,71,40.549298387027164,102.57378074327411,Month-to-month,Fiber optic,Yes,No internet service,Yes,No internet service,1,Bangalore,Premium,0
CUST_00145,26,92.37951674708702,2888.849538033206,Month-to-month,Fiber optic,Yes,No,Yes,No internet service,0,Pune,Premium,0
CUST_00146,8,69.02963290517432,3399.2164281598234,Two year,DSL,No,Yes,No,No,17,Chennai,Basic,0
CUST_00147,61,60.34587895784566,2894.870644859034,Two year,DSL,Yes,Yes,No internet service,No internet service,2,Delhi,Standard,0
CUST_00148,36,35.25871127107968,3718.432479982203,Month-to-month,Fiber optic,No internet service,Yes,No,No internet service,13,Pune,Basic,0
CUST_00149,50,37.127776737040996,5384.2751648876665,Two year,DSL,No internet service,Yes,No internet service,No,12,Chennai,Standard,0
CUST_00150,43,19.076266955221854,1045.4079249949423,One year,No,No internet service,No,No,Yes,1,Delhi,Standard,0
CUST_00151,23,27.325479423894343,2330.4519762141817,Month-to-month,No,Yes,No internet service,Yes,Yes,3,Bangalore,Basic,0
CUST_00152,58,74.79754685840459,4323.871065601492,Two year,Fiber optic,Yes,Yes,Yes,Yes,14,Chennai,Standard,0
CUST_00153,31,108.9710592608578,2694.692799982549,Two year,No,No,Yes,No,No,4,Pune,Basic,1
CUST_00154,51,47.29080604331686,8424.385838064118,One year,Fiber optic,No,No internet service,Yes,No,9,Pune,Basic,0
CUST_00155,61,51.43021704140507,3677.401703411975,One year,Fiber optic,No internet service,No,No,No internet service,8,Chennai,Basic,0
CUST_00156,57,29.791772282374247,7395.636420769179,One year,Fiber optic,Yes,No,No internet service,No internet service,17,Pune,Basic,1
CUST_00157,51,57.64035645192448,7622.196425676798,One year,No,Yes,Yes,No internet service,No,2,Pune,Premium,0
CUST_00158,11,21.796613866071574,7109.011371644972,Month-to-month,Fiber optic,No internet service,Yes,Yes,No,13,Mumbai,Basic,1
CUST_00159,38,111.59527101871382,415.7908796969134,Two year,Fiber optic,No internet service,Yes,Yes,No internet service,9,Mumbai,Premium,0
CUST_00160,1,86.65735750870192,8056.787777544447,Two year,DSL,No,No,Yes,No internet service,16,Hyderabad,Basic,1
CUST_00161,2,119.05637855810832,1109.9944120136067,One year,No,No,Yes,No internet service,No internet service,14,Mumbai,Standard,0
CUST_00162,55,108.04796259320636,309.811570272646,Two year,Fiber optic,No internet service,No internet service,No,Yes,17,Chennai,Premium,1
CUST_00163,58,66.24504055721158,3532.683014263421,Two year,DSL,Yes,No,Yes,Yes,16,Hyderabad,Basic,1
CUST_00164,1,71.00787317733844,1668.885865852135,Two year,Fiber optic,No,No,No,No internet service,2,Bangalore,Basic,0
CUST_00165,1,37.438756744753775,1580.3549646035694,One year,No,No internet service,No internet service,Yes,No,15,Hyderabad,Standard,0
CUST_00166,53,65.12801296963468,2459.2859606565094,Two year,DSL,Yes,No internet service,Yes,Yes,18,Pune,Standard,0
CUST_00167,0,110.1088430962668,2124.9763437038227,Two year,DSL,No internet service,No,Yes,No internet service,12,Delhi,Basic,0
CUST_00168,18,23.187049210853754,5826.434601037598,Two year,Fiber optic,Yes,Yes,No,Yes,16,Hyderabad,Standard,0
CUST_00169,1,106.08279390582759,1602.2451148871462,Month-to-month,Fiber optic,No,No,No,No,15,Mumbai,Standard,1
CUST_00170,52,52.776675767546195,4624.729464683147,Month-to-month,No,Yes,Yes,No,No,8,Bangalore,Premium,0
CUST_00171,43,109.75030203982361,8384.86996438942,Two year,No,Yes,No internet service,No internet service,No,11,Delhi,Standard,0
CUST_00172,31,113.96975044683144,3685.4676945512424,Two year,Fiber optic,No internet service,Yes,No internet service,No internet service,2,Hyderabad,Standard,0
CUST_00173,69,86.42821847419441,5462.367708802892,Two year,DSL,Yes,No internet service,No internet service,No internet service,8,Bangalore,Premium,0
CUST_00174,31,85.77122623245315,8240.210570504789,Two year,No,No,Yes,No,Yes,15,Mumbai,Basic,0
CUST_00175,67,64.18094244629148,1185.4539813868516,Two year,No,No internet service,Yes,No internet service,No internet service,4,Bangalore,Premium,0
CUST_00176,54,103.22510290345816,3568.6246528236447,Two year,DSL,No internet service,No internet service,Yes,No internet service,18,Bangalore,Standard,0
CUST_00177,55,116.08450136019489,7229.3319384561455,Month-to-month,Fiber optic,No internet service,Yes,No,No internet service,12,Delhi,Premium,1
CUST_00178,16,97.05834363459016,7925.81680104207,One year,No,No internet service,No,Yes,Yes,1,Chennai,Standard,1
CUST_00179,37,81.43754684318435,5117.684243607433,Two year,DSL,No internet service,Yes,Yes,No internet service,18,Mumbai,Premium,0
CUST_00180,23,79.89287537377635,1234.4935507461746,Two year,No,No internet service,No,No,No,17,Delhi,Premium,0
CUST_00181,68,104.64592996153355,7664.28197504401,Two year,DSL,No internet service,No internet service,Yes,No internet service,11,Delhi,Basic,0
CUST_00182,69,73.20278410867243,1497.6557744315749,One year,No,No,Yes,No,No internet service,17,Delhi,Standard,0
CUST_00183,10,99.9937083973799,3011.1099095530294,Two year,Fiber optic,No,Yes,No internet service,No,4,Chennai,Premium,0
CUST_00184,15,69.90629602777307,3203.058667379504,Two year,DSL,No internet service,No,No,Yes,19,Chennai,Premium,0
CUST_00185,72,24.369316047340263,3811.926841199631,One year,No,Yes,No,No,No internet service,19,Hyderabad,Standard,0
CUST_00186,58,57.16259490822383,6720.186450726314,Two year,No,No internet service,No internet service,Yes,No internet service,7,Hyderabad,Premium,0
CUST_00187,69,63.33297768249287,6821.788615065275,One year,DSL,No internet service,No,Yes,No internet service,15,Mumbai,Basic,0
CUST_00188,2,32.44495898863495,6122.114331544964,One year,DSL,No internet service,No,Yes,No internet service,1,Pune,Standard,1
CUST_00189,19,28.45462557729971,205.6954164438553,Two year,Fiber optic,Yes,No,Yes,No,12,Mumbai,Basic,0
CUST_00190,58,72.61742486500933,4809.01615700588,Month-to-month,DSL,No,Yes,Yes,No internet service,0,Chennai,Standard,0
CUST_00191,35,26.68465092872038,6358.2352517860345,Month-to-month,No,Yes,Yes,Yes,Yes,4,Chennai,Basic,1
CUST_00192,18,48.900407124788565,3789.311286202006,Two year,Fiber optic,Yes,Yes,Yes,No,11,Chennai,Standard,0
CUST_00193,66,93.94889154823375,8032.947536789293,One year,DSL,Yes,Yes,Yes,No,3,Delhi,Premium,0
CUST_00194,18,116.37208231593404,7005.560846589137,One year,No,Yes,Yes,Yes,Yes,4,Chennai,Standard,0
CUST_00195,19,91.2227992162967,5430.831265459298,One year,DSL,No internet service,No,No,No internet service,10,Delhi,Premium,1
CUST_00196,70,119.24780594219276,547.4904079950784,Two year,No,No,No,Yes,No internet service,9,Delhi,Basic,1
CUST_00197,51,89.23047307049907,5551.200872000179,Month-to-month,No,Yes,Yes,Yes,No internet service,7,Mumbai,Premium,0
CUST_00198,32,47.96703600674141,7750.018177821321,One year,Fiber optic,No,Yes,No,Yes,8,Bangalore,Basic,0
CUST_00199,39,86.54935913154691,3236.45577152423,One year,Fiber optic,No internet service,No internet service,No internet service,No,6,Hyderabad,Premium,0
CUST_00200,38,89.6199900500842,7127.040082184672,Two year,DSL,No internet service,No internet service,No internet service,No internet service,13,Hyderabad,Basic,0
CUST_00201,0,55.91615243087898,2674.232813757002,Month-to-month,Fiber optic,No,No,No,Yes,10,Mumbai,Standard,1
CUST_00202,10,19.80681276215768,4853.616118904222,Month-to-month,DSL,No internet service,No internet service,No internet service,Yes,17,Mumbai,Standard,1
CUST_00203,56,89.72637804709967,5517.935916620976,Two year,Fiber optic,No,No,Yes,No internet service,17,Chennai,Premium,0
CUST_00204,49,20.213409718105247,5768.753908574547,Month-to-month,Fiber optic,Yes,No internet service,Yes,Yes,7,Chennai,Standard,1
CUST_00205,22,82.38118396212725,7503.783285286601,Two year,DSL,No internet service,Yes,Yes,No internet service,1,Chennai,Premium,0
CUST_00206,30,34.68888185174062,2008.0660687472846,One year,Fiber optic,No internet service,Yes,No internet service,No internet service,6,Delhi,Basic,0
CUST_00207,41,75.69155983030042,2243.4188224210834,Two year,Fiber optic,No,No,No,No internet service,4,Delhi,Basic,0
CUST_00208,6,69.3991285888212,5989.6757052616695,One year,Fiber optic,No internet service,No,Yes,No,13,Chennai,Standard,0
CUST_00209,15,19.37839151523062,1520.9579174896112,Two year,Fiber optic,Yes,No,No,Yes,13,Delhi,Standard,0
CUST_00210,59,55.01231333350055,3955.9415749043114,One year,DSL,No internet service,No,No,No,2,Mumbai,Premium,0
CUST_00211,1,79.31129907442289,187.9316457429388,One year,No,No internet service,No internet service,Yes,No internet service,5,Chennai,Premium,0
CUST_00212,0,104.55786829367554,1213.786736350148,Two year,DSL,No internet service,Yes,No,Yes,16,Hyderabad,Basic,0
CUST_00213,47,108.64149561132476,5775.975037814803,One year,DSL,No,No internet service,No,No internet service,7,Hyderabad,Basic,0
CUST_00214,11,67.35269694338876,6357.969320732237,Month-to-month,DSL,Yes,Yes,Yes,Yes,19,Pune,Premium,1
CUST_00215,68,92.29909370454268,996.1360399236714,Two year,Fiber optic,Yes,Yes,No,No internet service,2,Delhi,Standard,1
CUST_00216,36,50.27836680641268,1949.432406587773,Month-to-month,Fiber optic,No internet service,No internet service,No internet service,Yes,14,Hyderabad,Standard,0
CUST_00217,31,52.90301338738306,856.9075155272675,One year,No,No internet service,No,Yes,No internet service,4,Chennai,Premium,0
CUST_00218,8,37.835278956596,3694.207742172841,One year,Fiber optic,No,No internet service,Yes,No internet service,18,Hyderabad,Premium,1
CUST_00219,18,75.31870721931041,1087.7165120559794,One year,No,Yes,No internet service,Yes,No,1,Mumbai,Standard,0
